                       name  dist_sep          flux      flux_err         eflux     eflux_err  index  index_err  gal_pref  gal_pref_err  iso_norm  iso_norm_err       flux_ul      eflux_ul     TS
1503  GT1237656567585833094     0.000  4.880000e-14  3.490000e-13  9.500000e-11  1.290000e-09   3.05      14.43      1.04          0.04      0.84          0.10  3.410000e-11  6.630000e-08  -0.00
1504   UN587734621633118397     0.000  1.220000e-13  7.210000e-13  1.080000e-09  9.370000e-09   1.85       1.87      1.00          0.05      1.06          0.07  2.060000e-11  1.830000e-07  -0.00
1505   UN588017948277801097     0.000  4.170000e-14  5.000000e-13  7.040000e-11  1.250000e-09   3.45      24.22      1.34          0.11      0.80          0.11  2.900000e-11  4.900000e-08  -0.00
1506   UN588017720640602231     0.000  2.770000e-14  2.490000e-13  3.770000e-11  4.530000e-10   4.74      34.89      1.20          0.12      0.98          0.11  1.450000e-11  1.970000e-08  -0.00
1507  GT1237652946379604015     0.000  2.760000e-14  2.230000e-13  3.780000e-11  4.070000e-10   4.67      28.46      1.00          0.07      0.94          0.09  2.580000e-11  3.540000e-08  -0.00
1508   GZ587739648347799668     0.000  2.970000e-14  4.130000e-13  4.150000e-11  7.590000e-10   4.48      44.71      1.03          0.06      0.99          0.08  2.980000e-11  4.180000e-08  -0.00
1509   GZ587739811560095835     0.000  2.960000e-14  3.650000e-13  4.200000e-11  7.360000e-10   4.39      41.96      0.51          0.03      1.50          0.04  1.920000e-11  2.720000e-08  -0.00
1510     HST07A_0223_191878     0.000  2.530000e-14  6.560000e-14  3.370000e-11  1.070000e-10   4.98       8.25      0.94          0.06      1.13          0.08  2.030000e-11  2.710000e-08  -0.00
1511   GZ587738409793945765     0.000  4.910000e-14  4.040000e-13  9.620000e-11  1.550000e-09   3.04      17.09      1.00          0.06      1.25          0.08  2.440000e-11  4.770000e-08  -0.00
1512   GZ587732482761424968     0.000  1.230000e-13  4.010000e-12  1.180000e-09  1.290000e-07   1.81      30.80      0.98          0.01      1.01          0.01  1.640000e-11  1.580000e-07  -0.00
1513                MRK1134     0.000  2.580000e-14  1.520000e-13  3.460000e-11  2.710000e-10   4.90      22.62      1.03          0.03      1.02          0.08  2.520000e-11  3.380000e-08  -0.00
1514   GZ587742573760217147     0.000  2.840000e-13  1.660000e-11  7.520000e-10  2.010000e-08   2.58      34.74      1.11          0.01      1.19          0.01  3.470000e-11  9.200000e-08   0.00
1515          RCS2329_13748     0.082  5.200000e-14  9.360000e-14  1.080000e-10  3.140000e-10   2.93       2.46      0.86          0.05      1.09          0.10  4.000000e-11  8.290000e-08  -0.00
1516   GZ588013382199869590     0.000  3.830000e-14  4.690000e-13  6.080000e-11  9.730000e-10   3.70      22.25      1.04          0.13      0.96          0.11  2.700000e-11  4.290000e-08  -0.00
1517   GZ587742062692597793     0.000  4.510000e-14  1.200000e-12  8.110000e-11  5.030000e-09   3.25     100.44      0.74          0.00      1.28          0.00  3.890000e-11  7.000000e-08  -0.00
1518   GZ587742014343872629     0.318  1.170000e-13  1.920000e-12  1.610000e-10  2.640000e-09   4.58       1.72      1.01          0.04      1.13          0.05  4.100000e-11  5.670000e-08  -0.00
1519   GZ587742190448541818     0.000  2.630000e-14  2.210000e-13  3.560000e-11  4.040000e-10   4.82      32.10      0.94          0.05      1.09          0.06  2.020000e-11  2.730000e-08  -0.00
1520   GZ587727944029896720     0.000  1.660000e-13  2.090000e-11  2.220000e-10  2.610000e-08   4.92     105.54      1.02          0.01      1.01          0.01  4.710000e-11  6.310000e-08  -0.00
1521   GZ587741600412794976     0.000  3.620000e-13  2.690000e-11  9.650000e-10  4.620000e-08   2.57      28.79      1.27          0.01      0.93          0.01  3.870000e-11  1.030000e-07   0.00
1522   GZ587729777984733257     0.000  3.160000e-14  4.460000e-13  4.550000e-11  8.550000e-10   4.25      38.56      0.91          0.02      1.10          0.08  3.990000e-11  5.750000e-08  -0.00
1523   GZ587741601490337797     0.000  8.770000e-13  2.840000e-11  1.410000e-09  5.330000e-08   3.65      24.01      1.21          0.00      1.02          0.00  4.180000e-11  6.700000e-08   0.00
1524   GZ587742013818405035     0.000  2.750000e-14  2.590000e-13  3.750000e-11  4.520000e-10   4.72      29.91      1.26          0.08      0.97          0.09  2.140000e-11  2.920000e-08  -0.00
1525   GZ587745402001817662     0.000  4.370000e-14  4.720000e-13  7.700000e-11  1.440000e-09   3.31      24.36      1.07          0.06      0.98          0.11  3.340000e-11  5.880000e-08  -0.00
1526   GZ588017702402588694     0.000  2.790000e-14  2.470000e-13  3.820000e-11  4.300000e-10   4.69      28.59      0.73          0.06      1.47          0.11  2.110000e-11  2.890000e-08  -0.00
1527   GZ587739809953218756     0.000  2.720000e-13  1.400000e-11  3.640000e-10  1.620000e-08   4.91      83.84      0.67          0.00      1.67          0.01  4.040000e-11  5.410000e-08  -0.00
1528   GZ588015508221133012     0.000  3.690000e-14  6.180000e-13  5.780000e-11  1.410000e-09   3.76      40.97      0.95          0.01      0.74          0.06  5.460000e-11  8.560000e-08  -0.00
1529   GZ587739097520799818     0.000  5.550000e-14  3.380000e-13  1.230000e-10  1.520000e-09   2.81      10.24      1.10          0.11      1.06          0.11  2.370000e-11  5.240000e-08  -0.00
1530   GZ587739809950662812     0.000  2.840000e-14  2.880000e-13  3.960000e-11  5.600000e-10   4.54      36.00      0.52          0.03      1.55          0.06  1.640000e-11  2.280000e-08  -0.00
1531   GZ587730774945890826     0.000  2.830000e-14  2.430000e-13  3.920000e-11  4.620000e-10   4.57      29.88      1.04          0.03      0.94          0.09  2.070000e-11  2.870000e-08  -0.00
1532   GZ587732772118855812     0.000  2.870000e-14  3.890000e-13  3.970000e-11  7.110000e-10   4.58      45.72      1.17          0.06      1.04          0.10  3.250000e-11  4.500000e-08  -0.00
1533   GZ587745243089731660     0.000  2.810000e-14  3.470000e-13  3.890000e-11  6.130000e-10   4.60      37.17      1.10          0.07      0.98          0.12  3.890000e-11  5.370000e-08  -0.00
1534  GT1237655465384214778     0.000  2.850000e-14  1.080000e-12  3.810000e-11  1.460000e-09   4.94      16.80      1.10          0.10      1.03          0.10  2.800000e-11  3.740000e-08  -0.00
1535   GZ587729970178425007     0.000  3.330000e-14  3.850000e-13  4.970000e-11  8.620000e-10   4.01      35.09      0.91          0.02      1.06          0.09  2.880000e-11  4.300000e-08  -0.00
1536   GZ587738947734339744     0.301  3.270000e-14  1.670000e-13  4.840000e-11  6.350000e-11   4.07      25.56      1.07          0.01      1.09          0.02  3.400000e-11  5.030000e-08  -0.00
1537   GZ587736523760730333     0.000  3.420000e-14  4.240000e-13  5.180000e-11  9.640000e-10   3.94      36.14      0.88          0.06      1.29          0.11  3.100000e-11  4.690000e-08  -0.00
1538   GZ587742015429935202     0.000  2.640000e-14  2.260000e-13  3.580000e-11  4.050000e-10   4.81      31.31      1.08          0.08      1.12          0.09  2.980000e-11  4.020000e-08  -0.00
1539   GZ588017724933865623     0.000  5.780000e-14  6.650000e-13  1.270000e-10  1.770000e-09   2.83       7.94      0.91          0.05      1.36          0.06  3.300000e-11  7.220000e-08  -0.00
1540   GZ587739720311373912     0.000  4.720000e-14  8.400000e-13  8.010000e-11  1.590000e-09   3.44      18.36      0.90          0.03      1.24          0.10  3.850000e-11  6.520000e-08  -0.00
1541   GZ587739845917999200     0.000  4.040000e-14  2.860000e-13  6.770000e-11  7.940000e-10   3.48      17.30      0.56          0.03      1.50          0.05  2.750000e-11  4.600000e-08  -0.00
1542   GZ587724242843009233     0.000  5.560000e-14  1.560000e-12  1.160000e-10  3.500000e-09   2.92      10.33      0.87          0.02      1.09          0.05  4.100000e-11  8.510000e-08  -0.00
1543   GZ587727867520483562     0.402  3.320000e-14  5.320000e-13  4.430000e-11  7.120000e-10   4.95       0.49      1.02          0.04      1.07          0.09  4.570000e-11  6.100000e-08  -0.00
1544   GZ587726016156074162     0.000  4.390000e-14  3.800000e-13  7.800000e-11  1.200000e-09   3.28      19.72      0.89          0.05      1.30          0.10  3.600000e-11  6.400000e-08  -0.00
1545   GZ587735667453395078     0.000  3.000000e-14  5.080000e-13  4.190000e-11  8.380000e-10   4.51      36.87      1.30          0.11      0.89          0.11  2.740000e-11  3.820000e-08  -0.00
1546   GZ588010877684678853     0.000  2.510000e-14  3.430000e-14  3.340000e-11  4.650000e-11   5.00       1.09      0.76          0.05      1.49          0.06  3.360000e-11  4.460000e-08  -0.00
1547   GZ587738411399446695     0.000  4.440000e-14  1.120000e-12  7.060000e-11  1.860000e-09   3.69      25.40      1.24          0.07      0.79          0.12  3.930000e-11  6.250000e-08  -0.00
1548   GZ587741726581260515     0.000  8.190000e-14  1.360000e-12  2.110000e-10  4.890000e-09   2.61      12.05      0.95          0.05      1.16          0.05  2.500000e-11  6.440000e-08  -0.00
1549   GZ587742062163001597     0.000  3.310000e-14  3.900000e-13  4.900000e-11  8.130000e-10   4.07      32.89      0.88          0.04      1.34          0.10  2.920000e-11  4.320000e-08  -0.00
1550   GZ587742645164114301     0.000  6.280000e-14  6.880000e-13  1.420000e-10  1.880000e-09   2.78       8.27      0.78          0.03      1.52          0.10  3.180000e-11  7.170000e-08  -0.00
1551   GZ588015509822963723     0.000  3.490000e-14  3.440000e-13  5.330000e-11  8.010000e-10   3.89      28.92      0.95          0.04      1.08          0.06  2.620000e-11  4.000000e-08  -0.00
1552   GZ587732702318690501     0.000  2.570000e-14  1.350000e-13  3.440000e-11  2.220000e-10   4.94      16.65      0.97          0.05      1.08          0.10  1.730000e-11  2.310000e-08  -0.00
1553   GZ587731889502224461     0.000  2.960000e-13  1.710000e-11  8.130000e-10  2.470000e-08   2.54      28.35      1.14          0.01      0.89          0.01  2.620000e-11  7.210000e-08   0.00
1554   GZ587732772134322282     0.000  6.810000e-14  3.430000e-13  1.990000e-10  2.120000e-09   2.48       5.83      0.92          0.06      1.22          0.11  2.620000e-11  7.660000e-08  -0.00
1555   GZ587728919519756293     0.000  4.820000e-14  1.650000e-12  6.940000e-11  2.270000e-09   4.27      24.29      1.12          0.10      0.98          0.10  2.500000e-11  3.590000e-08  -0.00
1556   GZ587739407293612265     0.000  2.540000e-14  9.530000e-14  3.380000e-11  1.460000e-10   4.97       9.61      1.07          0.06      0.94          0.11  3.030000e-11  4.040000e-08  -0.00
1557   GZ587742629591777387     0.355  3.970000e-14  6.330000e-13  5.430000e-11  8.650000e-10   4.69       1.31      0.85          0.03      1.22          0.06  4.140000e-11  5.670000e-08  -0.00
1558   GZ587742773484060774     0.000  2.680000e-14  2.220000e-13  3.610000e-11  3.570000e-10   4.86      24.93      1.06          0.05      1.19          0.07  2.240000e-11  3.010000e-08  -0.00
1559   GZ587742060537184388     0.000  2.620000e-14  1.680000e-13  3.520000e-11  2.890000e-10   4.88      22.01      0.78          0.05      1.29          0.06  1.800000e-11  2.420000e-08  -0.00
1560   GZ587739132960702768     0.000  3.270000e-14  4.560000e-13  4.820000e-11  9.720000e-10   4.10      41.53      0.66          0.04      1.32          0.07  2.570000e-11  3.790000e-08  -0.00
1561   GZ587731512619827332     0.000  2.640000e-14  2.430000e-13  3.550000e-11  3.680000e-10   4.86      22.72      0.91          0.02      1.11          0.06  3.950000e-11  5.310000e-08  -0.00
1562   GZ587736976343040113     0.000  1.390000e-13  8.580000e-12  2.240000e-10  8.580000e-09   3.64     101.97      0.57          0.00      1.39          0.01  4.100000e-11  6.590000e-08   0.00
1563   GZ588018054578700304     0.000  2.750000e-14  4.090000e-13  3.700000e-11  5.950000e-10   4.84      23.95      1.02          0.07      0.97          0.08  2.600000e-11  3.500000e-08  -0.00
1564   GZ587742191525036276     0.000  3.470000e-14  3.760000e-13  5.300000e-11  8.810000e-10   3.89      31.47      0.59          0.03      1.45          0.04  3.150000e-11  4.810000e-08  -0.00
1565   GZ587742567314817079     0.000  2.780000e-14  3.080000e-13  3.840000e-11  5.890000e-10   4.61      40.18      1.04          0.06      1.00          0.10  2.610000e-11  3.610000e-08  -0.00
1566   GZ587739406799601797     0.000  1.550000e-12  2.500000e-11  2.230000e-09  3.620000e-08   4.29       9.06      0.88          0.03      1.15          0.07  4.540000e-11  6.510000e-08   0.00
1567   GZ588017724945006753     0.000  2.730000e-14  2.360000e-13  3.710000e-11  4.050000e-10   4.76      28.21      0.82          0.06      1.25          0.12  2.220000e-11  3.010000e-08  -0.00
1568   GZ587744637488791815     0.000  3.690000e-14  4.180000e-13  5.780000e-11  9.060000e-10   3.76      24.78      0.92          0.06      1.14          0.11  3.410000e-11  5.350000e-08  -0.00
1569   GZ587736478666588274     0.000  2.890000e-14  2.670000e-13  4.040000e-11  5.260000e-10   4.48      32.80      1.00          0.05      1.04          0.11  3.730000e-11  5.220000e-08  -0.00
1570   GZ588015508733624402     0.000  3.090000e-14  4.080000e-13  4.370000e-11  7.860000e-10   4.40      44.65      0.94          0.07      1.06          0.11  2.340000e-11  3.310000e-08  -0.00
1571   UN587738617560891532     0.000  2.840000e-14  3.780000e-13  3.880000e-11  5.990000e-10   4.70      29.41      1.19          0.11      0.93          0.11  2.780000e-11  3.790000e-08  -0.00
1572   GZ588017726553718898     0.000  4.740000e-13  1.840000e-11  4.320000e-09  1.270000e-08   1.83      15.50      0.77          0.01      1.38          0.01  2.450000e-11  2.240000e-07   0.00
1573   UN587732482211774494     0.000  2.550000e-14  9.270000e-14  3.410000e-11  1.660000e-10   4.94      14.38      1.42          0.11      0.76          0.10  1.510000e-11  2.020000e-08  -0.00
1574   UN587734622172414111     0.000  3.610000e-14  2.850000e-13  5.630000e-11  6.800000e-10   3.78      21.24      1.14          0.07      0.83          0.08  2.650000e-11  4.130000e-08  -0.00
1575   UN587733429772746870     0.000  6.790000e-14  4.080000e-13  1.920000e-10  1.890000e-09   2.51       5.08      1.05          0.09      1.07          0.10  1.900000e-11  5.360000e-08  -0.00
1576   UN587733428701036685     0.000  3.440000e-14  8.090000e-13  4.620000e-11  1.080000e-09   4.90      15.62      0.99          0.08      1.12          0.09  2.430000e-11  3.260000e-08  -0.00
1577   UN587733428700446825     0.000  3.440000e-14  8.790000e-13  5.030000e-11  1.370000e-09   4.16      47.07      0.97          0.08      1.16          0.09  2.990000e-11  4.370000e-08  -0.00
1578   UN587733412590256220     0.000  2.570000e-14  1.040000e-13  3.430000e-11  1.550000e-10   4.96       9.38      1.29          0.12      0.86          0.11  1.510000e-11  2.020000e-08  -0.00
1579   UN587733409919271068     0.000  2.810000e-14  3.960000e-13  3.880000e-11  7.510000e-10   4.61      50.81      0.70          0.05      1.34          0.06  1.710000e-11  2.360000e-08  -0.00
1580   UN587733398641377333     0.000  3.160000e-14  3.730000e-13  4.590000e-11  7.830000e-10   4.19      37.29      0.95          0.07      1.08          0.09  2.240000e-11  3.260000e-08  -0.00
1581   UN587733398634496159     0.000  2.510000e-14  1.670000e-14  3.340000e-11  2.590000e-11   5.00       1.77      1.17          0.08      0.92          0.08  2.590000e-11  3.450000e-08  -0.00
1582   UN587733080277844144     0.000  3.300000e-14  3.250000e-13  4.910000e-11  7.140000e-10   4.05      29.62      1.44          0.12      0.71          0.11  1.960000e-11  2.920000e-08  -0.00
1583   UN587732484908581018     0.000  4.270000e-14  5.960000e-13  6.740000e-11  1.140000e-09   3.72      23.62      0.99          0.07      1.02          0.08  2.210000e-11  3.490000e-08  -0.00
1584   UN587739377242538007     0.000  2.670000e-14  2.500000e-13  3.610000e-11  4.170000e-10   4.81      29.58      1.15          0.08      0.86          0.09  2.940000e-11  3.980000e-08  -0.00
1585   UN587732482221801570     0.000  3.850000e-14  2.270000e-12  5.140000e-11  3.020000e-09   4.96      11.45      1.15          0.08      0.85          0.08  2.820000e-11  3.760000e-08  -0.00
